fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,arrival_time,daystofix,class
0,1,1,2,0.566509507,30,0,277.5,1,6.52484375,7,1914.5,1.134743019,97,1277071757,0.0,0
0,1,1,1,0.0,24,3,190.0,2,0.0,7,9.0,0.0,5,1277071757,0.0,0
0,2,2,2,0.712636835,75,12,80.5,2,3.9595717589999997,8,7.5,1.126281081,4,1277071757,0.0,0
0,1,1,1,0.0,3,0,214.0,2,0.0,9,11.0,0.0,7,1277071757,0.0,0
0,1,1,1,0.0,4,1,211.0,2,0.0,8,10.0,0.0,6,1277071757,0.0,0
0,1,1,1,0.0,11,11,217.0,2,0.000474537,10,1916.0,2108.317073,22,1277071798,0.0,0
0,2,2,3,0.915913378,88,229,111.0,1,0.617345679,2,13.0,1.7199280069999998,2,1277079536,0.0,0
0,3,3,3,0.74266842,170,22,69.33333333,2,8.376141975,3,16.0,1.040538524,3,1277138679,0.0,0
0,1,1,1,0.0,24,0,562.0,1,11.45215278,5,0.0,0.0,0,1277267797,0.9412,1
0,1,1,1,0.0,0,10,586.0,1,0.0044097220000000005,6,1.0,227.7716535,1,1277268178,0.0,0
0,2,2,2,0.43354764799999995,561,0,0.0,1,0.0,0,2.5,0.0,2,1277320716,53.7068,1
1,1,1,1,0.0,7,4,251.0,1,24.10032407,2,1917.0,1.041493218,98,1277340362,0.1013,1
0,1,1,1,0.0,6,0,0.0,1,0.0,0,1918.0,0.0,0,1277349109,0.0,0
0,1,1,5,0.7421510370000001,666,0,0.0,1,0.0,0,1921.0,0.0,4,1277349113,0.0001,1
0,4,8,13,3.025332311,487,6,131.9230769,2,14.51120816,16,11.0,1.011315988,12,1277349113,1.5859999999999999,1
1,1,1,1,0.0,4,7,254.0,1,0.101296296,3,1924.0,10.87202925,99,1277349114,4.8091,1
0,1,1,2,0.69621226,31,1,529.5,2,12.10081019,8,24.5,1.041319547,23,1277349114,0.0,0
0,1,1,2,0.72652834,172,1,346.5,2,5.787040000000001e-06,4,18.5,43200.5,14,1277349114,0.1281,1
0,2,3,4,0.7621412479999999,191,0,274.0,2,15.28966435,12,21.5,0.769582559,21,1277349114,0.0,1
0,1,1,1,0.0,15,1,576.0,1,0.936759259,7,19.0,2.067510131,18,1277349114,0.0,1
0,1,5,6,2.2139050940000002,108,93,348.0,1,9.938431713,27,6.5,1.022622994,8,1277349114,0.0,1
0,1,1,1,0.0,25,2,420.0,2,1.1574100000000002e-05,6,18.0,86401.0,17,1277349114,22.5752,1
1,1,1,1,0.0,8,9,617.0,1,0.0,9,21.0,0.0,16,1277349114,0.0,1
0,1,1,1,0.0,16,0,0.0,1,0.0,0,1925.0,0.0,8,1277349114,0.0,0
1,1,3,3,1.006463025,59,37,317.6666667,1,8.959830247000001,15,1.0,0.691468724,2,1277349114,4.8091,1
0,1,1,1,0.0,27,0,590.0,1,0.0,8,20.0,0.0,15,1277349114,0.0,0
0,1,1,1,0.0,0,0,0.0,1,0.0,0,3.0,0.0,0,1277349114,0.0,0
0,1,1,1,0.0,7,2,530.0,1,1.1574100000000002e-05,5,17.0,86401.0,15,1277349115,0.0,1
1,1,1,1,0.0,1,1,400.0,1,3.210162037,5,31.0,1.311510755,27,1277349115,0.0,0
0,1,2,6,2.552724196,10,10,157.66666669999998,2,16.38921296,14,13.5,1.016796133,14,1277349115,0.0,1
0,1,1,1,0.0,0,0,0.0,1,1.1574100000000002e-05,1,10.0,86401.0,1,1277349115,0.0,0
1,1,1,1,0.0,3,3,627.0,1,1.1574100000000002e-05,12,32.0,86401.0,27,1277349115,0.0,1
0,1,1,1,0.0,3,0,443.0,2,1.1574100000000002e-05,7,18.0,86401.0,16,1277349115,0.0,0
1,1,2,2,1.0,3,1,445.0,1,5.787040000000001e-06,19,19.5,43200.5,18,1277349115,0.0,1
0,1,1,1,0.0,1,1,400.0,1,0.0,6,32.0,0.0,28,1277349115,0.0,0
0,1,1,1,0.0,5,5,97.0,2,2.435601852,2,30.0,1.4105761369999998,2,1277349115,0.0,0
0,2,3,4,1.731744556,41,47,302.5,2,2.02546e-05,12,27.5,25406.71429,26,1277349115,1.0329,1
1,1,4,10,1.455873142,153,104,220.2,2,7.79606713,29,26.5,1.030597461,26,1277349115,0.0,1
1,1,2,2,0.650022422,7,5,588.0,3,5.787040000000001e-06,25,35.5,86401.0,32,1277349116,53.2358,1
0,1,3,3,1.4020814030000002,13,4,148.66666669999998,3,3.85802e-06,15,29.0,86401.0,27,1277349116,42.3468,1
0,1,2,2,0.81840333,48,7,41.5,3,0.0,1,26.5,0.0,24,1277349116,0.0,0
1,1,1,1,0.0,2,6,632.0,3,0.0,21,41.0,0.0,37,1277349116,0.0,0
0,1,1,1,0.0,7,8,266.0,3,0.0,8,25.0,0.0,22,1277349116,42.3468,1
0,1,1,1,0.0,1,1,627.0,3,0.0,15,33.0,0.0,29,1277349116,62.7103,1
0,1,1,1,0.0,3,3,631.0,3,0.0,19,37.0,0.0,33,1277349116,411.8638,1
0,2,4,4,0.33802082,86,1,248.0,3,1.1574100000000002e-05,25,22.5,59401.0,2,1277349116,124.5253,1
0,1,3,3,1.192368371,26,30,334.3333333,3,0.0,35,39.0,0.0,36,1277349116,0.0,1
1,1,1,1,0.0,4,2,627.0,3,0.0,16,33.0,0.0,28,1277349116,0.0,0
0,1,1,1,0.0,1,1,629.0,3,0.0,17,34.0,0.0,30,1277349116,0.0,0
1,1,1,1,0.0,2,2,141.0,1,12.37652778,2,48.0,1.080798106,43,1277349117,0.0,0
1,1,1,1,0.0,2,1,627.0,3,0.0,23,43.0,0.0,39,1277349117,0.0,0
1,1,1,1,0.0,11,12,628.0,3,1.1574100000000002e-05,22,42.0,86401.0,38,1277349117,62.7103,1
1,1,1,1,0.0,4,5,632.0,3,0.0,28,57.0,0.0,51,1277349117,41.6919,1
0,1,1,1,0.0,9,20,215.0,2,0.0,5,47.0,0.0,42,1277349117,0.0,0
0,1,1,1,0.0,9,0,138.0,2,0.0,3,56.0,0.0,1,1277349117,0.0,0
0,1,2,2,0.8112781240000001,3,5,450.0,3,0.0,38,52.5,0.0,48,1277349117,4.8091,1
1,1,2,2,1.0,12,12,448.0,3,5.787040000000001e-06,35,49.5,43200.5,45,1277349117,75.3848,1
0,1,1,1,0.0,5,1,628.0,3,0.0,25,51.0,0.0,46,1277349117,62.7103,1
1,1,2,2,1.0,8,6,301.0,2,2.31481e-05,9,45.5,32401.0,41,1277349117,0.0,0
1,1,2,2,0.8112781240000001,4,4,449.0,3,0.0,40,54.5,0.0,50,1277349117,1511.1182,1
0,1,1,1,0.0,9,0,129.0,2,4.62963e-05,2,44.0,21601.0,0,1277349117,0.0,0
0,1,1,1,0.0,1,1,446.0,2,3.47222e-05,8,70.0,28801.0,61,1277349118,40.7638,1
0,1,1,1,0.0,5,1,631.0,3,1.1574100000000002e-05,29,58.0,86401.0,52,1277349118,40.7638,1
0,1,2,2,0.918295834,2,1,364.5,3,0.0,33,60.5,0.0,55,1277349118,53.2358,1
0,1,1,1,0.0,6,0,227.0,2,0.0,6,65.0,0.0,5,1277349118,0.0,0
0,1,1,1,0.0,9,2,220.0,2,3.47222e-05,4,62.0,28801.0,3,1277349118,0.0,0
0,1,1,1,0.0,43,35,635.0,3,0.0,31,64.0,0.0,56,1277349118,0.0,1
0,1,1,1,0.0,10,14,643.0,3,0.0,32,67.0,0.0,58,1277349118,0.0,1
0,1,1,1,0.0,1,1,227.0,2,0.0,5,63.0,0.0,4,1277349118,0.0,0
1,1,1,1,0.0,1,1,639.0,3,0.0,33,68.0,0.0,59,1277349118,1.0368,1
1,1,1,1,0.0,1,1,639.0,3,0.0,34,69.0,0.0,60,1277349118,62.7103,1
0,1,1,1,0.0,1,0,93.0,2,3.47222e-05,2,59.0,28801.0,53,1277349118,0.0,0
0,1,1,1,0.0,1,0,58.0,2,5.78704e-05,1,66.0,17281.0,57,1277349118,0.0,0
0,1,1,1,0.0,1,1,514.0,1,0.0,2,74.0,0.0,2,1277349119,0.0,0
1,1,1,1,0.0,11,3,498.0,1,0.0,5,78.0,0.0,6,1277349119,0.0,1
0,1,1,1,0.0,1,1,639.0,3,0.0,36,79.0,0.0,63,1277349119,62.7103,1
1,1,1,1,0.0,1,1,639.0,3,1.1574100000000002e-05,35,71.0,86401.0,62,1277349119,0.0,0
1,2,3,3,0.90033833,24,23,165.33333330000002,3,4.2438299999999997e-05,11,83.0,13419.18182,1,1277349119,46.4411,1
1,1,1,2,0.23348971,38,67,330.0,1,6.94444e-05,2,72.5,10801.0,1,1277349119,0.0,1
0,1,1,2,0.32984607,9,24,315.5,1,0.0,5,75.5,0.0,4,1277349119,0.0,0
0,1,1,1,0.0,34,1,233.0,2,1.1574100000000002e-05,7,34.0,86401.0,1,1277349119,0.0,0
1,1,1,1,0.0,2,1,547.0,3,3.47222e-05,8,81.0,28801.0,64,1277349119,0.0,0
0,1,1,1,0.0,9,10,499.0,1,0.0,4,77.0,0.0,5,1277349119,0.0,1
1,1,1,1,0.0,8,4,506.0,1,0.0,6,80.0,0.0,7,1277349119,0.0,0
0,1,1,1,0.0,3,3,58.0,1,0.0,3,88.0,0.0,68,1277349120,0.0,0
0,1,1,1,0.0,4,3,217.0,2,3.20974537,11,35.0,1.311551193,0,1277349120,0.0,0
0,1,1,1,0.0,9,3,175.0,2,0.0,7,4.0,0.0,4,1277349120,0.0,0
0,1,1,1,0.0,3,2,548.0,3,1.1574100000000002e-05,9,36.0,86401.0,29,1277349120,0.0,0
0,1,1,1,0.0,2,0,266.0,2,1.1574100000000002e-05,8,85.0,86401.0,6,1277349120,0.0,0
1,1,1,1,0.0,1,1,268.0,2,0.0,9,87.0,0.0,7,1277349120,0.0,0
0,1,1,2,0.6840384359999999,10,1,99.5,2,13.43978009,6,1.5,0.518601495,2,1277349120,0.0,0
0,1,1,1,0.0,3,3,58.0,1,24.20168981,2,86.0,1.041319429,67,1277349120,0.0,0
1,1,3,6,2.0225026980000003,209,64,458.66666669999995,1,26.87956019,6,91.5,1.015191221,5,1277349120,0.0,0
0,1,1,1,0.0,7,0,168.0,2,0.0,6,3.0,0.0,3,1277349120,0.0,0
0,1,1,1,0.0,2,2,233.0,1,12.37787037,3,95.0,1.080789342,69,1277349120,167.9211,1
0,1,1,1,0.0,12,0,147.0,2,3.47222e-05,4,0.0,0.0,0,1277349120,0.0,0
0,1,1,1,0.0,3,2,639.0,3,2.31481e-05,37,37.0,43201.0,30,1277349121,952.1144,1
0,1,1,1,0.0,0,1,51.0,1,0.0,2,4.0,0.0,1,1277349121,0.0,0
0,1,3,4,1.588347596,483,0,0.0,1,0.0,0,97.5,0.0,9,1277349121,0.0,0
0,1,1,1,0.0,1,0,50.0,1,0.328761574,1,38.0,4.041718007,2,1277349121,0.0,0
0,1,1,5,1.8872351569999999,195,89,126.6,2,0.027993056000000002,11,7.0,17.41936661,4,1277353148,14.7289,1
0,7,22,121,6.897195266000001,1707,1168,169.0082645,5,16.38855716,316,70.0,1.0029597890000002,24,1277355856,14.6975,1
0,1,1,3,0.454180984,75,0,13.33333333,3,0.038155864,2,132.0,9.736097068,2,1277359010,0.0,0
0,5,12,81,6.339850003,81,81,153.3209877,5,0.049189815,346,140.0,2.24933646,11,1277360106,14.6483,1
0,1,1,1,0.0,6,0,257.0,5,0.000914352,5,181.0,1094.6708859999999,137,1277360185,0.0,0
1,1,1,1,0.0,27,14,841.0,5,0.0,11,183.0,0.0,139,1277360185,0.0,0
1,1,1,1,0.0,3,1,839.0,5,0.000914352,10,182.0,1094.6708859999999,138,1277360185,0.0,0
1,1,1,1,0.0,17,2,238.0,5,0.00662037,6,184.0,152.048951,140,1277360678,0.0,0
0,1,1,1,0.0,0,2,206.0,5,0.009328704,4,185.0,108.19602979999999,141,1277360912,0.0,0
0,1,1,1,0.0,4,3,253.0,5,0.0038888890000000004,7,186.0,258.1428571,142,1277361014,0.0,0
0,1,1,1,0.0,4,4,254.0,5,0.014108796000000002,8,187.0,71.87776866,143,1277362233,0.0,0
1,1,1,1,0.0,1,1,169.0,5,0.439409722,5,31.0,3.275780324,28,1277398071,40.1972,1
0,1,1,1,0.0,23,2,645.0,5,0.500752315,40,188.0,2.996995262,144,1277403371,0.0,0
0,2,2,2,0.918295834,5,1,408.0,5,0.608252315,26,32.5,2.23304093,29,1277412659,36.2376,1
1,1,1,1,0.0,2,1,101.0,5,0.905671296,6,189.0,2.104153355,145,1277438356,0.0,0
1,1,3,3,1.4195562990000001,9,4,284.3333333,5,0.44078703700000005,52,191.0,87.01538623,148,1277438695,0.5492,1
0,1,1,1,0.0,2,0,273.0,5,0.918252315,12,193.0,2.089025297,14,1277439443,0.0,0
0,1,1,1,0.0,8,10,854.0,5,1.453425926,12,194.0,1.68802956,149,1277485761,0.0,0
1,1,1,1,0.0,3,4,89.0,5,0.549155093,5,195.0,2.8209791980000003,150,1277486142,0.0,0
0,3,7,10,1.9051204469999998,534,71,226.8,5,1.379649306,61,22.5,1.1874283959999998,3,1277506514,0.1309,1
0,1,1,1,0.0,2,0,254.0,5,1.740451389,9,196.0,1.574563591,151,1277512608,0.0,0
1,2,6,8,1.685425353,170,179,319.875,5,0.13091435199999998,61,31.5,3.5950718010000005,4,1277517825,18.6113,1
1,1,1,1,0.0,2,2,146.0,5,2.649618056,5,197.0,1.377412887,152,1277589033,0.0,0
1,1,1,1,0.0,10,6,566.0,5,1.104212963,14,36.0,1.905622406,18,1277613229,17.7912,1
0,1,1,2,0.538554151,162,49,432.0,5,2.023350694,21,37.5,1.573754385,20,1277613783,17.7819,1
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1277704607,0.0,0
0,1,1,1,0.0,74,58,145.0,5,4.00287037,6,198.0,1.24982073,153,1277705954,0.8832,1
0,1,1,1,0.0,8,11,853.0,5,2.178391204,15,199.0,1.459054369,154,1277706038,0.6113,1
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1277706112,0.0,0
0,1,1,1,0.0,98,75,161.0,5,0.019328704,7,200.0,52.73652695,155,1277707624,0.8639,1
1,1,1,1,0.0,7,6,850.0,5,0.6113194439999999,16,201.0,2.635805975,156,1277758856,0.0,0
0,1,1,1,0.0,1,1,226.0,5,4.6203472219999995,4,202.0,1.21643395,157,1277759304,0.0,0
0,1,1,1,0.0,1,1,851.0,5,0.0056134259999999995,17,203.0,179.1443299,158,1277759341,0.0,0
0,1,1,1,0.0,2,0,184.0,5,0.599189815,8,204.0,2.668920224,159,1277759394,817.3079,1
1,1,2,2,0.604373242,70,45,187.5,5,4.377737269,25,205.5,1.163902212,161,1277764619,15.1356,1
0,1,1,1,0.0,14,18,287.0,5,0.016782407,18,207.0,60.5862069,162,1277766069,37.521,1
0,1,1,1,0.0,107,52,851.0,5,0.238252315,18,208.0,5.197230993,163,1277779926,0.0,0
1,1,1,1,0.0,105,79,186.0,5,0.264722222,9,209.0,4.777544596,164,1277782266,498.7295,1
0,1,3,4,1.434979884,36,109,413.25,5,2.307092014,50,40.5,1.241161588,24,1277787768,35.6868,1
0,1,1,1,0.0,4,1,439.0,5,0.01244213,12,43.0,81.37209302,25,1277788843,35.1311,1
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1277790422,0.0,0
0,1,1,1,0.0,8,8,288.0,5,0.44678240700000005,20,210.0,3.238225999,165,1277826370,36.823,1
0,1,1,1,0.0,37,25,212.0,5,0.5169097220000001,10,211.0,2.934573789,166,1277826927,816.5263,1
0,1,2,2,0.391243564,109,34,553.0,5,3.185844907,26,212.5,1.73955832,168,1277845273,8.9296,1
0,1,1,1,0.0,8,5,970.0,5,0.018541667,20,214.0,54.93258427,169,1277846875,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1277848747,0.0,0
0,1,3,6,1.469097116,3,418,286.6666667,5,3.935287423,46,217.5,3.811079566,175,1277852520,46.0852,1
0,1,1,5,1.8872351569999999,195,89,151.0,5,5.733611111,25,136.0,1.077668839,13,1277864609,0.0,0
0,6,13,95,6.558420247999999,1470,935,143.9789474,5,4.628305556,526,186.0,1.0112200059999998,1,1277864739,0.0,0
0,5,12,81,6.339850003,81,81,162.8395062,5,0.000231481,579,261.0,266.4839978,1,1277864759,0.0,0
0,1,1,12,3.3718956689999997,28,8,23.33333333,2,22.24085648,8,5.5,0.925745363,11,1277909141,0.0,0
0,1,1,1,0.0,101,10,45.0,3,6.3675,3,12.0,1.157047507,12,1277909162,0.0,0
0,1,1,1,0.0,1,1,977.0,5,0.514201389,24,13.0,2.94476332,0,1277909186,0.0,0
1,1,1,1,0.0,1,0,575.0,5,0.514444444,17,14.0,2.9438444919999998,1,1277909207,0.0,0
0,1,1,1,0.0,2,2,551.0,5,0.514733796,15,15.0,2.9427517819999998,2,1277909232,34.281,1
0,1,1,1,0.0,1,1,977.0,5,0.06282407400000001,25,302.0,16.917465,243,1277914614,0.0,0
1,1,1,1,0.0,7,7,576.0,5,0.06329861099999999,18,303.0,16.79813494,244,1277914676,0.0,0
0,1,1,1,0.0,6,5,576.0,5,0.0046875,19,304.0,214.33333330000002,245,1277915081,0.0,0
0,1,1,1,0.0,5,3,222.0,5,6.625081019,13,305.0,1.15094155,0,1277928263,0.0,0
0,1,1,1,0.0,4,2,224.0,5,0.002418981,14,306.0,414.3971292,1,1277928472,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1277982832,0.0,0
0,1,1,1,0.0,1,1,136.0,3,0.8528472220000001,4,16.0,2.172542953,13,1277982848,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278023883,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278024117,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278024692,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278024941,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084142,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084237,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084356,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084479,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084595,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1278084704,0.0,0
0,1,1,1,0.0,4,8,551.0,5,2.035451389,16,307.0,1.4912915169999998,246,1278085095,0.0,0
0,1,1,3,1.579375925,50,15,432.33333330000005,5,0.850250772,47,312.0,1.3920412009999998,252,1278085144,0.0,1
1,1,2,4,1.4960154069999998,28,7,356.75,6,0.0,73,315.5,0.0,256,1278085144,32.2449,1
0,1,2,3,1.480682115,44,10,598.6666667000001,5,1.5065470680000002,81,309.0,588.9981544,249,1278085144,0.0,1
0,1,1,4,2.0,12,4,4.0,2,4.8332638889999995,4,18.5,1.107760169,17,1278326735,0.0,0
0,1,1,1,0.0,1,2,162.0,6,2.796782407,10,21.0,1.357553737,3,1278326786,0.0,0
0,1,1,1,0.0,6,0,181.0,2,11.33858796,8,22.0,1.088194403,18,1278328774,0.0,0
0,1,1,2,0.591672779,7,0,96.0,3,0.012251157,11,23.5,1129.098543,20,1278328813,0.0,0
0,1,1,3,1.295461844,7,3,68.0,3,3.789787809,15,26.0,34.12410515,23,1278329684,0.0,0
1,1,1,1,0.0,1,1,194.0,3,0.00037037,11,28.0,2701.0,24,1278329716,0.0,0
0,1,1,4,2.0,4,4,7.0,3,0.11110821800000001,10,30.5,5.6404377189999995,28,1278337072,0.0,0
0,1,1,2,0.8112781240000001,8,0,97.0,3,0.17166088,12,33.5,3.91271955,30,1278359379,0.0,0
0,1,1,2,0.918295834,2,1,102.5,3,0.138512731,18,35.5,55.87614131,32,1278360193,0.0,0
0,1,1,1,0.0,2,2,198.0,3,0.003101852,14,37.0,323.3880597,33,1278360461,0.0,0
0,1,1,5,1.5524137519999999,27,1,67.2,4,2.304847222,22,40.0,1.398281062,38,1278416048,0.0,0
0,1,1,3,1.4056390619999999,8,0,72.0,4,0.574591049,20,44.0,16.31018442,41,1278418015,0.0,0
0,2,2,4,1.75,7,1,123.5,6,1.709085648,36,47.5,1.148677518,44,1278430483,0.0,0
0,2,2,2,0.918295834,6,0,447.0,7,1.9990682869999998,64,50.5,865.1250582999999,4,1278430533,0.0,0
0,1,1,2,0.721928095,3,2,108.5,7,0.41645833299999996,25,52.5,54.80227059,47,1278431345,0.0,0
0,1,1,2,0.764204507,8,1,172.5,7,0.282853009,26,54.5,4.456811395,49,1278448135,0.0,0
0,2,4,6,1.959544604,129,8,176.66666669999998,6,5.987249228,52,36.5,0.886634535,34,1278529594,0.0124,1
0,1,1,1,0.0,62,44,185.0,7,0.0,10,47.0,0.0,40,1278530111,0.0071,1
0,3,6,7,2.21737132,91,29,291.14285710000007,7,5.961554232999999,98,43.0,24.89483595,39,1278530111,0.0064,1
0,1,1,1,0.0,3,4,203.0,7,0.0063194440000000004,11,48.0,159.2417582,41,1278530657,0.0008,1
1,1,2,2,1.0,2,2,414.0,7,0.006377315,59,49.5,118.6043557,43,1278530662,0.0,1
1,1,1,1,0.0,1,1,129.0,7,2.31481e-05,12,51.0,43201.0,44,1278530664,0.0,0
1,2,2,2,0.995727452,42,36,144.0,7,0.003912037,14,318.5,135.6090898,257,1278530722,8.1571,1
0,1,1,1,0.0,5,1,977.0,5,7.383622685,26,320.0,1.135434873,258,1278552559,0.0,0
0,1,1,1,0.0,13,0,216.0,7,1.219976852,21,321.0,1.819687684,2,1278553541,0.0,0
0,1,1,1,0.0,1,1,981.0,5,0.633935185,27,322.0,2.577448331,259,1278607331,0.0,0
0,1,1,1,0.0,6,0,229.0,7,0.6393981479999999,22,323.0,2.563970748,3,1278608785,0.0,0
0,1,1,1,0.0,10,4,129.0,7,0.9368402779999999,13,324.0,2.067417813,260,1278611607,38.7659,1
0,1,1,1,0.0,1,1,135.0,7,0.005162037,14,325.0,194.72197309999999,261,1278612053,0.0,0
0,1,1,1,0.0,1,1,231.0,5,8.651203704,7,326.0,1.1155908509999999,262,1278612223,0.0,0
1,1,1,1,0.0,11,6,981.0,5,0.10947916699999999,28,327.0,10.13415794,263,1278616790,0.0,0
0,1,1,3,1.128863363,62,54,271.0,5,8.777615741,29,235.0,1.069621538,20,1278623145,0.0298,1
1,1,1,3,1.3725688999999999,21,43,273.6666667,5,0.029837963,32,238.0,21.48099302,23,1278625723,0.0,0
0,1,1,3,1.548252727,74,35,266.3333333,5,0.439456019,35,241.0,2.390608128,26,1278663692,1112.7626,1
0,1,1,1,0.0,1,1,699.0,7,2.1620717590000003,49,328.0,1.462519339,264,1278717465,60.193000000000005,1
0,2,2,12,3.55034071,12,10,68.25,7,9.376823881,63,61.5,1.038527888,60,1278949141,0.0,0
1,1,1,1,0.0,1,1,986.0,5,4.0360069439999995,29,329.0,1.247769643,265,1278965501,0.0,0
0,1,1,1,0.0,6,0,236.0,7,0.197465278,24,330.0,6.064181467,4,1278966202,0.0,0
0,1,1,1,0.0,13,8,231.0,5,4.142083333,8,68.0,1.241424404,5,1278970099,568.3073,1
1,1,1,1,0.0,1,1,293.0,5,13.97655093,23,331.0,1.07154841,266,1279072333,0.0,0
0,1,1,1,0.0,6,0,242.0,7,1.23462963,25,332.0,1.8099595019999999,5,1279072874,0.0,0
1,1,2,3,1.3470732980000002,9,15,397.3333333,5,13.74555941,44,45.0,1.042339825,28,1279125837,35.3668,1
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1279136391,0.0,0
0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1279142838,0.0,0
1,2,2,2,1.0,2,2,186.0,7,5.045717593,16,0.5,0.549546966,0,1279145067,0.0,0
