hashcode,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,arrival_time,daystofix,class
1197661258,0,1,1,6,2.046107125,41,71,25.16666667,1,1.669743441,5,367.5,1.273106938,334,1197661258,0.0,0
1197667644,0,1,1,3,1.4195562990000001,13,13,10.0,1,28.08521991,3,372.0,1.021759171,337,1197667644,0.0,0
1197734104,0,1,1,1,0.0,1,1,42.0,1,4.348587963,1,374.0,1.229959704,338,1197734104,0.0,0
1197734436,0,1,3,5,2.054585169,11,1,89.6,1,3.3707060189999996,5,381.0,1.149322197,347,1197734436,0.0,0
1197734517,0,1,1,6,2.0414305280000002,81,130,40.5,1,2.042561728,7,386.5,1.205282483,353,1197734517,0.0,0
1197734806,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197734806,0.0,0
1197735009,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197735009,0.0,0
1197735232,0,1,1,1,0.0,7,0,0.0,1,0.0,0,390.0,0.0,354,1197735232,0.0,0
1197735764,0,1,1,1,0.0,110,0,0.0,1,0.0,0,391.0,0.0,355,1197735764,0.0,0
1197736007,0,1,1,4,1.999963716,141,141,35.25,1,2.664282407,2,393.5,0.8672923709999999,359,1197736007,0.0,0
1197742698,0,1,1,1,0.0,45,0,0.0,1,0.0,0,396.0,0.0,360,1197742698,115.2504,1
1197743149,0,2,54,242,7.512363357999999,7400,7400,30.5785124,1,2.663292154,229,517.5,1.0040028890000001,120,1197743149,0.0,0
1197743633,0,1,2,3,1.267770216,0,42,54.0,1,0.005601851999999999,3,640.0,110.0909091,123,1197743633,0.0,0
1197744573,0,1,1,1,0.0,1,1,121.0,1,0.016481481,1,642.0,61.6741573,124,1197744573,0.0,0
1197746745,0,1,6,20,3.3190023510000004,470,388,45.85,1,0.029134259,14,652.5,5.974068201000001,144,1197746745,115.2036,1
1197829301,0,1,1,1,0.0,29,0,0.0,1,0.0,0,663.0,0.0,145,1197829301,0.0,0
1197829383,0,1,1,2,0.721928095,19,1,130.0,1,0.9980787040000001,2,664.5,1.7514437459999999,147,1197829383,0.0,0
1197829449,0,1,1,1,0.0,17,2,162.0,1,0.998842593,1,666.0,2.001158749,148,1197829449,0.0,0
1197829473,0,1,1,1,0.0,0,1,110.0,1,0.99912037,1,667.0,2.000880404,149,1197829473,0.0,0
1197829622,0,1,2,6,2.08117697,43,20,109.16666670000001,1,0.966161265,9,670.5,1.4238923490000002,155,1197829622,114.2444,1
1197829676,1,1,1,1,0.0,22,8,355.0,1,1.001469907,1,674.0,1.99853225,156,1197829676,0.0,0
1197829746,0,1,1,1,0.0,3,12,49.0,1,0.960659722,1,675.0,2.040951314,157,1197829746,0.0,0
1197829775,0,1,1,1,0.0,50,0,0.0,1,0.0,0,676.0,0.0,158,1197829775,114.2426,1
1197830073,0,1,1,4,1.9406275080000002,134,0,0.0,1,0.0,0,678.5,0.0,162,1197830073,0.0,0
1197830102,0,1,1,5,2.287111973,160,0,0.0,1,0.0,0,683.0,0.0,167,1197830102,0.0,0
1197830720,0,1,2,3,1.323225938,244,0,0.0,1,0.0,0,687.0,0.0,170,1197830720,114.2317,1
1197830756,0,1,1,5,2.287111973,0,160,32.0,1,1.0139699070000001,5,691.0,1.45037497,175,1197830756,0.0,0
1197830784,0,1,1,1,0.0,1,1,206.0,1,0.013449073999999998,2,694.0,75.3545611,176,1197830784,0.0,0
1197831123,0,1,1,1,0.0,1,1,9.0,1,1.018217593,1,695.0,1.98210835,177,1197831123,0.0,0
1197850210,0,1,2,2,1.0,2,2,19.0,1,1.2391319440000002,2,696.5,1.60526242,179,1197850210,0.0,0
1197850638,0,1,2,8,1.7828654130000001,303,0,0.0,1,0.0,0,701.5,0.0,7,1197850638,0.0,0
1197855809,0,1,3,11,3.182728397,296,1,4.181818182,1,0.010881733999999999,2,711.0,10.11376382,18,1197855809,0.0,0
1197855934,0,1,2,9,3.12354158,0,294,32.66666667,1,0.299130658,9,721.0,2.050273454,188,1197855934,0.0,0
1197856035,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197856035,0.0,0
1197865527,0,1,1,1,0.0,1,1,27.0,1,0.11247685199999999,2,726.0,9.890718255,19,1197865527,0.0,0
1197865619,0,1,1,1,0.0,1,1,20.0,1,0.113541667,2,727.0,9.80733945,20,1197865619,0.0,0
1197865798,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197865798,0.0,0
1197865884,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197865884,0.0,0
1197911690,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1197911690,0.0,0
1197911703,0,1,1,1,0.0,13,0,0.0,1,0.0,0,728.0,0.0,0,1197911703,0.0,0
1197952336,0,1,7,17,3.691950284,207,165,89.47058824,1,1.695713508,20,737.0,1.1040036340000001,205,1197952336,65.9925,1
1197987022,0,1,1,1,0.0,9,1,38.0,1,1.518668981,1,746.0,1.65847134,21,1197987022,0.0,0
1197995327,0,1,1,1,0.0,1,1,90.0,1,2.918726852,1,747.0,1.342615137,206,1197995327,0.0,0
1197995462,0,1,1,1,0.0,7,0,362.0,1,0.499143519,3,748.0,3.003431804,207,1197995462,0.0,0
1197995494,0,1,1,2,0.918295834,6,0,86.0,1,0.499513889,4,749.5,2.5014597530000002,209,1197995494,0.0,0
1197995602,0,1,2,4,0.9691601459999999,83,17,95.75,1,2.667578125,7,752.5,1.192875854,213,1197995602,56.6494,1
1197995826,0,1,1,3,1.506898152,90,0,0.0,1,0.0,0,756.0,0.0,24,1197995826,952.9596,1
1198094904,0,1,4,15,3.5333349660000004,433,194,41.0,1,1.574158179,13,765.0,1.102420571,228,1198094904,111.17399999999999,1
1198254249,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1198254249,0.0,0
1198261340,0,1,2,3,0.9788502579999999,82,54,159.33333330000002,1,4.051242284,7,774.0,1.11972953,231,1198261340,0.0,0
1198265221,0,1,1,1,0.0,4,1,134.0,1,3.121840278,3,776.0,1.320323883,232,1198265221,0.0,0
1198275552,0,1,1,1,0.0,4,2,44.0,1,4.8581365739999995,1,777.0,1.20584024,25,1198275552,573.0199,1
1198340814,0,1,2,3,1.1125119509999999,72,9,221.33333330000002,1,2.586084105,10,779.0,1.5865390019999999,235,1198340814,0.0,0
1198340853,0,1,3,3,1.448815636,3,4,36.0,1,5.073746142,3,782.0,1.140066781,28,1198340853,0.0,0
1198503054,0,1,1,1,0.0,1,1,347.0,1,1.877777778,6,784.0,1.532544379,236,1198503054,0.0,0
1198624800,0,1,2,9,2.567729069,302,57,82.66666667,1,2.7893955760000004,13,789.0,0.8311561670000001,245,1198624800,105.0409,1
1198624967,0,1,1,1,0.0,1,0,97.0,1,10.20622685,1,794.0,1.097979402,246,1198624967,0.0,0
1198704579,0,1,3,3,0.871095535,15,12,162.0,1,7.72623071,7,796.0,1.4030384319999998,249,1198704579,0.0,0
1198705413,0,1,1,1,0.0,0,98,98.0,1,0.931087963,2,798.0,2.0740123809999997,250,1198705413,0.0,0
1198705821,0,1,1,1,0.0,21,12,78.0,1,11.14203704,1,799.0,1.089750195,251,1198705821,11.9104,1
1198706377,0,1,1,1,0.0,7,5,104.0,1,11.14847222,1,800.0,1.089698389,252,1198706377,0.0,0
1198708139,0,1,2,3,1.131776549,36,21,128.0,1,6.787322531,6,802.0,1.065530793,255,1198708139,0.0,0
1198710276,0,1,1,1,0.0,1,1,106.0,1,0.024733796000000002,3,804.0,41.43051006,256,1198710276,0.0,0
1198782685,0,1,2,2,0.9709505940000001,3,2,66.0,1,1.3585011569999998,4,805.5,1.746057983,258,1198782685,0.0,0
1198786491,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1198786491,0.0,0
1198788742,0,1,1,1,0.0,1,0,62.0,1,9.680625,1,807.0,1.1032991159999999,259,1198788742,0.0,0
1198788958,0,1,1,1,0.0,1,1,107.0,1,12.10427083,1,808.0,1.082615468,260,1198788958,0.0,0
1198806657,0,1,1,3,1.293509453,169,0,0.0,1,0.0,0,810.0,0.0,263,1198806657,102.9361,1
1198806964,0,1,1,1,0.0,1,1,107.0,1,0.208402778,2,812.0,5.798400533,264,1198806964,0.0,0
1198807302,0,1,1,7,2.6844359719999997,393,0,0.0,1,0.0,0,816.0,0.0,271,1198807302,0.0,0
1198807404,0,1,1,2,0.980947013,45,29,34.0,1,6.158883102000001,1,820.5,0.540591775,273,1198807404,0.0,0
1198811845,0,1,1,1,0.0,2,1,259.0,1,1.24150463,2,822.0,1.8054742419999998,274,1198811845,0.0,0
1198812302,0,1,1,1,0.0,2,0,260.0,1,0.005289352,3,823.0,190.059081,275,1198812302,0.0,0
1198812446,0,1,1,1,0.0,2,2,107.0,1,0.06344907400000001,3,824.0,16.76067129,276,1198812446,0.0,0
1198812789,1,1,1,1,0.0,5,0,107.0,1,0.003969907,4,825.0,252.8950437,277,1198812789,0.0,0
1198813052,0,1,1,1,0.0,1,1,262.0,1,0.008680555999999999,4,826.0,116.2,278,1198813052,0.0,0
1198813274,0,1,1,1,0.0,18,4,302.0,1,2.181412037,8,827.0,1.4584186680000002,279,1198813274,0.0,0
1198813613,0,1,1,1,0.0,4,1,106.0,1,1.196030093,4,828.0,1.836099364,280,1198813613,0.0,0
1198851224,0,1,1,1,0.0,3,1,13.0,1,10.87408565,1,829.0,1.091961755,1,1198851224,0.0,0
1198851445,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1198851445,0.0,0
1198854244,0,1,1,1,0.0,121,0,0.0,1,0.0,0,830.0,0.0,281,1198854244,102.3853,1
1198857152,0,1,8,27,4.2287837260000005,362,354,51.07407407,1,7.805208762,36,844.0,0.715099941,308,1198857152,0.0,0
1198857395,0,1,2,4,1.842370993,7,7,40.25,1,9.998229167,6,859.5,1.065818471,32,1198857395,0.0,0
1198860195,0,1,3,3,1.043944967,136,0,24.33333333,1,4.309591049,1,863.0,0.71823124,311,1198860195,102.3164,1
1198863614,0,1,1,1,0.0,58,0,0.0,1,0.0,0,865.0,0.0,312,1198863614,0.0,0
1198865048,0,1,1,2,0.9011701959999999,60,22,72.5,1,0.484936343,4,866.5,2.040038946,314,1198865048,10.0675,1
1198865253,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1198865253,0.0,0
1198867856,0,1,3,4,1.578879832,46,20,87.0,1,1.232662037,5,869.5,1.6981874430000001,318,1198867856,0.0,0
1198868258,0,1,1,1,0.0,14,6,121.0,1,0.162199074,1,872.0,7.165263307999999,319,1198868258,0.0,0
1198868618,0,1,1,1,0.0,1,1,113.0,1,0.041319444,4,873.0,25.20168067,320,1198868618,0.0,0
1198869005,0,1,1,1,0.0,1,1,61.0,1,13.03074074,1,874.0,1.076741608,321,1198869005,0.0,0
1198869527,0,1,1,1,0.0,30,7,59.0,1,0.10800925900000001,1,875.0,10.2584655,322,1198869527,0.0,0
1198869792,0,1,1,1,0.0,2,2,113.0,1,0.013587963,5,876.0,74.59454855,323,1198869792,0.0,0
1198878119,0,1,9,31,4.480564051,833,854,63.48387097,1,4.833446461,46,892.0,1.7940811980000002,354,1198878119,8.7454,1
1198878400,0,1,1,1,0.0,2,1,49.0,1,0.003252315,1,908.0,308.47330960000005,355,1198878400,0.0,0
1198881139,0,1,5,12,3.3479954739999997,277,586,68.08333333,1,7.0263898529999995,17,914.5,3.07627647,367,1198881139,0.0,0
1198881237,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1198881237,0.0,0
1198881831,0,1,5,12,2.744657151,142,143,61.5,1,4.3991136189999995,15,926.5,1.5559524580000001,379,1198881831,102.066,1
1199125369,0,1,1,1,0.0,2,2,112.0,1,3.6178240739999996,5,933.0,1.2764092390000001,380,1199125369,0.0,0
1199139850,0,1,1,1,0.0,2,2,109.0,1,3.7758912039999997,5,934.0,1.264838139,381,1199139850,0.0,0
1199281005,0,1,2,3,0.7104406940000001,57,1,21.0,1,3.6551157410000004,2,936.0,1.121595177,384,1199281005,0.0,0
1199286718,0,1,3,6,2.373516377,13,20,125.16666670000001,1,6.078273534,27,940.5,1.18205585,390,1199286718,0.0056,1
1199287203,1,1,1,1,0.0,3,3,108.0,1,0.0056134259999999995,7,944.0,179.1443299,391,1199287203,0.0,0
1199287451,0,1,1,1,0.0,2,1,108.0,1,0.00287037,8,945.0,349.38709680000005,392,1199287451,0.0,0
1199292956,0,1,6,12,3.056533305,199,106,89.0,1,5.53946277,29,951.5,1.0456836409999999,404,1199292956,3.944,1
1199299476,0,1,1,1,0.0,81,0,0.0,1,0.0,0,958.0,0.0,405,1199299476,97.2322,1
1199301267,0,1,1,1,0.0,132,0,0.0,1,0.0,0,959.0,0.0,406,1199301267,97.2114,1
1199305223,0,1,2,4,1.259933281,236,4,14.5,1,9.039780093,2,961.5,1.034569425,410,1199305223,97.1657,1
1199312521,0,1,2,9,3.0026919260000002,672,229,25.44444444,1,0.018770576,2,968.0,5.817271094,419,1199312521,97.0812,1
1199315916,0,1,2,2,0.955869069,191,0,0.0,1,0.0,0,973.5,0.0,421,1199315916,97.0419,1
1199330641,0,1,2,2,0.29747224899999997,57,0,181.0,1,0.21808449100000002,11,975.5,1.6463446990000001,423,1199330641,0.0,0
1199331196,0,1,2,3,1.4949188480000002,22,0,65.33333333,1,1.9372492280000002,5,978.0,1.867911726,426,1199331196,0.0,0
1199376013,0,1,1,1,0.0,3,2,81.0,1,0.8858449070000001,1,980.0,2.1288657769999997,427,1199376013,0.0,0
1199376633,0,1,4,9,2.345982637,270,42,69.77777778,1,2.636716821,21,985.0,0.9565545329999999,436,1199376633,96.3392,1
1199376781,0,1,1,1,0.0,1,1,109.0,1,1.0339120370000001,9,990.0,1.9672002690000001,437,1199376781,0.0,0
1199385664,0,1,7,13,3.059330104,299,76,67.30769231,1,2.585887642,37,997.0,1.120557244,450,1199385664,96.2346,1
1199395345,0,1,2,3,0.98284018,47,0,0.0,1,0.0,0,1005.0,0.0,2,1199395345,0.0,0
1199395667,0,1,1,1,0.0,5,10,64.0,1,0.74619213,2,1007.0,2.340137426,451,1199395667,0.0,0
1199396385,0,1,1,2,0.979868757,59,97,65.5,1,5.96349537,2,1008.5,1.125765168,453,1199396385,0.0,0
1199420708,0,2,3,6,2.328918428,196,0,29.0,1,0.49287037,6,1012.5,0.948462646,34,1199420708,11.7676,1
1199461355,0,1,1,2,0.956457405,41,4,10.0,1,0.23522569399999999,1,1016.5,1.5628090630000002,36,1199461355,0.0,0
1199465800,0,1,2,3,0.7308095040000001,98,0,67.66666667,1,0.347932099,8,1019.0,1.6247080040000001,460,1199465800,11.2669,1
1199466207,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1199466207,0.0,0
1199468298,0,5,5,5,2.307188576,7,10,8.2,1,9.131625,6,1023.0,1.07547738,37,1199468298,0.0,0
1199468584,0,2,4,6,1.946960391,46,46,7.666666667,1,0.28310956800000003,4,1028.5,51.93796892,2,1199468584,0.0,0
1199468759,0,1,1,2,1.0,36,36,18.0,1,0.001012731,1,1032.5,494.7142857,4,1199468759,0.0,0
1199468961,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1199468961,0.0,0
1199471887,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1199471887,0.0,0
1199482650,0,1,3,5,1.526932833,216,11,138.6,1,2.138458333,21,1036.0,1.389793454,466,1199482650,1.7485,1
1199633721,1,1,1,1,0.0,15,9,384.0,1,1.748506944,15,1039.0,1.571916516,467,1199633721,0.0,0
1199729938,0,1,1,1,0.0,23,0,84.0,1,22.989641199999998,2,1040.0,1.043497852,468,1199729938,0.0,0
1199730135,0,1,1,1,0.0,34,0,0.0,1,0.0,0,1041.0,0.0,469,1199730135,0.0,0
1199734281,0,1,1,3,1.433472251,90,42,220.66666669999998,1,2.329560185,24,1043.0,1.243923292,472,1199734281,0.0,0
1199734876,1,1,1,1,0.0,33,3,113.0,1,5.187013889,7,1045.0,1.19278915,473,1199734876,0.0,0
1199738933,0,1,1,1,0.0,6,0,28.0,1,23.09935185,1,1046.0,1.043291258,474,1199738933,0.0,0
1199739411,0,1,2,2,0.986040032,144,0,0.0,1,0.0,0,1047.5,0.0,476,1199739411,92.1403,1
1199742766,0,1,1,2,1.0,2,2,4.5,1,23.14371528,2,1049.5,1.0324062059999999,478,1199742766,0.0,0
1199756857,0,1,6,11,2.0610322709999997,215,18,72.18181818,1,5.619566497999999,20,1056.0,1.029907822,489,1199756857,0.0,0
1199757065,0,1,1,2,1.0,2,2,4.5,1,22.06512731,2,1062.5,1.033990287,39,1199757065,0.0,0
1199757740,0,1,2,16,3.4639384310000003,936,0,0.0,1,0.0,0,1071.5,0.0,505,1199757740,0.0,0
1199758277,0,1,1,1,0.0,1,1,44.0,1,16.40537037,2,1080.0,1.060955649,40,1199758277,0.0,0
1199759771,0,1,2,2,1.0,2,2,185.5,1,4.953952546,16,1081.5,1.163261433,507,1199759771,0.0,0
1199763130,0,1,2,4,2.0,16,0,79.75,1,0.072604167,7,1084.5,8.173601148,511,1199763130,0.0,0
1199884643,0,1,2,2,0.9709505940000001,2,118,237.5,1,7.531111111,10,1087.5,1.06991459,513,1199884643,0.0,0
1199887256,0,1,11,28,3.159941917,445,445,105.8571429,1,8.547421875,95,1102.5,1.069189229,541,1199887256,0.0,0
1199893790,0,1,4,5,1.801137805,252,9,26.2,1,10.67067361,4,1119.0,1.034469184,546,1199893790,90.3535,1
1199894330,0,1,2,2,0.999142104,29,0,104.0,1,0.00625,2,1122.5,121.0,548,1199894330,0.0,0
1199895104,0,1,1,3,1.502374338,69,2,15.33333333,1,4.291739969,3,1125.0,1.077668576,551,1199895104,90.3383,1
1199911822,0,1,4,11,2.172495341,513,189,97.27272727,1,3.341617214,46,1132.0,1.093995135,562,1199911822,8.8838,1
1199912991,0,1,1,1,0.0,49,1,344.0,1,0.013530093,1,1138.0,74.90932421,563,1199912991,0.0,0
