hashcode,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,arrival_time,daystofix,class
1232567001,0,1,1,1,0.0,1,1,31.0,5,0.16068287,2,293.0,7.223438738,29,1232567001,0.0,0
1232574437,0,1,4,6,1.344044227,176,33,57.16666667,5,1.945499614,37,36.5,1.31699136,39,1232574437,0.0,0
1232577162,0,1,1,1,0.0,1,1,60.0,2,6.266828704,2,60.0,1.159570342,60,1232577162,0.0,0
1232577200,0,1,1,1,0.0,2,1,108.0,2,6.267696759,6,61.0,1.159548242,61,1232577200,0.0,0
1232577236,0,1,1,1,0.0,6,1,46.0,3,7.016608796,3,62.0,1.14251899,62,1232577236,0.0,0
1232579099,0,1,2,2,0.918295834,6,3,100.0,5,0.053958333,6,40.5,14.8996139,41,1232579099,0.0,0
1232584371,1,1,4,4,1.4046784730000001,3,15,71.75,5,0.216747685,35,33.5,3.3750269189999997,18,1232584371,0.0,0
1232587078,0,1,3,18,3.6633415,80,135,35.05555556,5,2.905516975,58,44.5,1.0398329579999999,36,1232587078,0.0,0
1232636425,1,1,1,1,0.0,0,2,41.0,5,0.571145833,5,42.0,2.7508663139999996,42,1232636425,0.0,0
1232643513,0,1,2,2,0.8453509370000001,16,6,99.5,5,0.41378472200000005,10,43.5,2.274840561,44,1232643513,0.0,0
1232649953,0,1,3,3,1.172308149,52,81,69.66666667,5,0.049691358,12,46.0,12.18012422,47,1232649953,0.0,0
1232660209,0,1,2,2,0.216396932,29,0,94.5,5,0.438877315,24,294.5,2.13927055,31,1232660209,0.0,0
1232662231,0,1,4,9,2.749830938,402,35,30.33333333,5,0.131293724,34,52.0,1.7360395780000002,56,1232662231,0.0,0
1232662266,0,1,1,1,0.0,0,57,57.0,5,3.018877315,2,57.0,1.33124897,57,1232662266,0.0,0
1232723592,0,1,1,1,0.0,0,9,206.0,5,0.710196759,26,58.0,2.408060494,58,1232723592,0.0,0
1232726856,0,1,3,7,2.585675595,10,22,72.14285714,5,7.396137566,13,62.0,1.246551714,65,1232726856,4.1386,1
1232729705,0,1,1,1,0.0,1,0,242.0,5,6.815,5,63.0,1.146735143,63,1232729705,0.0,0
1232729899,0,1,1,3,0.0,0,0,0.0,1,0.0,0,65.0,0.0,66,1232729899,0.0,0
1232729924,0,1,1,1,0.0,3,0,60.0,1,14.84480324,2,67.0,1.067363641,67,1232729924,0.0,0
1232730008,0,1,3,3,1.203372547,50,8,69.66666667,3,10.86478395,5,69.0,1.062277051,70,1232730008,0.0,0
1232730038,0,1,1,1,0.0,40,0,58.0,2,9.787476852000001,3,71.0,1.102171378,71,1232730038,0.0,0
1232730081,0,1,1,1,0.0,4,2,76.0,1,8.81287037,4,72.0,1.113470408,72,1232730081,0.0,0
1232730098,0,1,1,1,0.0,34,1,197.0,5,0.07530092599999999,27,73.0,14.28004919,73,1232730098,0.0,0
1232730126,0,1,2,4,1.601435386,75,75,18.75,2,4.700060764,3,75.5,0.5387168520000001,77,1232730126,0.0,0
1232730175,0,1,4,9,2.723355272,141,1,6.444444444,5,0.18402392,4,82.0,0.534595414,86,1232730175,0.0,0
1232730203,0,1,1,2,0.0,0,0,0.0,1,0.0,0,87.5,0.0,88,1232730203,0.0,0
1232730227,0,1,2,4,1.9579090019999998,195,0,0.0,1,0.0,0,90.5,0.0,92,1232730227,0.0,0
1232736422,0,1,4,7,2.146461351,0,125,17.85714286,5,0.072465278,7,96.0,6.091834259,99,1232736422,0.0,0
1232736763,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1232736763,0.0,0
1232736886,0,1,2,3,0.970902831,82,0,0.0,1,0.0,0,101.0,0.0,102,1232736886,0.0,0
1232737188,0,1,1,1,0.0,2,0,0.0,1,0.0,0,103.0,0.0,103,1232737188,0.0,0
1232737248,0,1,1,3,1.486573115,41,0,0.0,1,0.0,0,105.0,0.0,106,1232737248,0.0,0
1232742469,0,1,1,2,0.41381685,26,10,32.5,5,1.375295139,4,296.5,1.706943277,33,1232742469,0.0,0
1232742546,0,1,6,6,1.8834357080000002,69,10,76.83333333,5,4.226633873,37,68.5,1.0568366409999999,71,1232742546,0.0,0
1232748611,1,1,1,1,0.0,3,0,231.0,5,0.070196759,29,72.0,15.24567189,72,1232748611,0.0,0
1232751338,0,1,9,14,3.077691689,132,145,63.42857143,5,4.560986276,62,259.5,1.031747331,156,1232751338,0.0,0
1232752791,0,1,2,2,0.543564443,0,8,75.0,5,0.01681713,9,267.5,45.59738472,158,1232752791,0.0,0
1232752891,0,1,1,1,0.0,0,1,28.0,5,0.301331019,4,269.0,4.318609564,159,1232752891,0.0,0
1232984166,0,1,1,1,0.0,3,0,0.0,1,0.0,0,107.0,0.0,107,1232984166,0.0,0
1232988919,0,1,1,1,0.0,15,14,109.0,2,4.765266204,7,108.0,1.209851865,108,1232988919,0.0,0
1232988953,0,1,1,1,0.0,29,1,135.0,5,2.85193287,3,109.0,1.3506393890000001,109,1232988953,0.0,0
1232988962,0,1,1,1,0.0,13,0,45.0,5,2.8520370369999997,1,110.0,1.3506265830000002,110,1232988962,0.0,0
1232988992,0,1,1,1,0.0,1,0,235.0,5,2.750625,31,111.0,1.363553738,111,1232988992,0.0,0
1232989003,0,1,1,2,1.0,4,4,73.0,5,3.782083333,2,112.5,1.198303404,113,1232989003,0.0,0
1232995117,0,1,1,1,0.0,25,12,69.0,3,3.0683912039999997,3,114.0,1.325903685,114,1232995117,0.0,0
1232995137,0,1,1,1,0.0,29,21,51.0,3,4.83681713,4,115.0,1.206747531,115,1232995137,0.0,0
1232995157,0,1,1,1,0.0,8,8,57.0,5,3.0669212960000003,5,116.0,1.3260598829999999,116,1232995157,0.0,0
1232998165,0,1,4,4,1.7394541959999998,46,5,124.25,5,1.7648668980000002,39,74.5,3.5037253560000003,76,1232998165,0.0,0
1233005062,0,1,1,1,0.0,17,0,0.0,1,0.0,0,117.0,0.0,117,1233005062,0.0,0
1233005496,0,1,3,3,1.5377559669999998,18,11,100.33333329999999,5,0.08484953699999999,10,78.0,8.202291638,79,1233005496,0.0,0
1233008354,0,1,3,3,1.07390977,83,6,85.66666667,5,1.357403549,10,81.0,16.19732098,82,1233008354,0.0,0
1233008575,0,1,1,1,0.0,4,3,98.0,2,3.22380787,4,118.0,1.310192183,118,1233008575,0.0,0
1233008634,0,1,1,1,0.0,2,1,2.0,1,3.141736111,1,119.0,1.318295352,119,1233008634,0.0,0
1233010356,0,1,8,11,2.526018986,148,111,55.72727273,5,1.452829335,55,275.0,1.120969015,170,1233010356,0.0,0
1233068675,0,1,1,1,0.0,3,3,99.0,2,0.695601852,5,120.0,2.437603993,120,1233068675,0.0,0
1233076479,0,1,1,1,0.0,4,0,188.0,5,0.788483796,7,83.0,2.268256881,83,1233076479,0.1828,1
1233078513,0,1,1,1,0.0,7,0,81.0,5,0.788854167,5,281.0,2.267661429,171,1233078513,0.0,0
1233078572,0,1,1,1,0.0,4,0,78.0,5,3.770613426,7,282.0,1.265208837,172,1233078572,0.0,0
1233080773,0,1,1,1,0.0,6,0,110.0,2,1.063125,8,121.0,1.9406231630000002,121,1233080773,0.0,0
1233080808,0,1,1,1,0.0,46,12,192.0,5,0.050104167000000005,8,122.0,20.95841996,122,1233080808,0.0,0
1233080816,0,1,1,1,0.0,22,2,66.0,5,0.8386805559999999,4,123.0,2.1923490930000002,123,1233080816,0.0,0
1233080835,0,1,1,1,0.0,1,0,238.0,5,0.815729167,34,124.0,2.225897076,124,1233080835,0.0,0
1233080848,0,1,1,3,1.4398683630000002,26,3,75.33333333,5,0.988364198,6,126.0,1.684940963,127,1233080848,0.0,0
1233084428,1,1,1,1,0.0,6,13,66.0,5,4.138564815,4,283.0,1.241629658,173,1233084428,0.0979,1
1233088269,0,1,2,2,0.566509507,13,2,232.5,5,0.086197917,44,84.5,9.690410679,85,1233088269,0.0,0
1233091879,0,1,2,2,1.0,2,2,238.0,5,0.041782407,46,86.5,18.9501385,87,1233091879,0.0,0
1233092274,1,1,1,1,0.0,0,1,237.0,5,0.004571759,11,88.0,219.73417719999998,88,1233092274,0.0,0
1233092826,0,1,1,1,0.0,2,2,21.0,5,5.853564815,1,54.0,1.1708360690000001,37,1233092826,0.0,0
1233092883,1,1,1,1,0.0,10,7,59.0,5,0.097858796,5,55.0,11.21880544,38,1233092883,0.0,0
1233245618,0,1,3,10,3.060645793,86,20,27.7,5,6.155303241,28,60.5,1.031531816,48,1233245618,0.0,0
1233245755,0,1,2,3,0.370479202,67,1,16.33333333,5,5.092827932,5,67.0,1.087358358,51,1233245755,0.0,0
1233246273,0,1,1,1,0.0,1,1,64.0,5,0.00599537,1,69.0,167.7953668,52,1233246273,0.0,0
1233257706,0,1,1,2,0.961236605,7,6,17.0,5,0.13990740699999998,5,70.5,6.360688286,54,1233257706,0.0,0
1233265958,0,1,2,2,0.945660305,8,3,19.0,5,4.046412037,5,72.5,1.1254173509999998,56,1233265958,0.0,0
1233337486,0,1,3,3,1.357356531,94,0,82.33333333,5,0.258915895,38,308.0,1.524946233,45,1233337486,0.0,0
1233337757,0,1,2,2,0.21084229999999998,30,30,35.5,5,0.922361111,5,310.5,1.912164292,47,1233337757,0.0,0
1233607980,0,1,1,1,0.0,0,64,64.0,5,9.898020833,4,74.0,1.101030299,57,1233607980,0.0,0
1233613673,0,1,4,30,4.72082146,257,257,45.1,6,6.834054397999999,150,14.5,0.9799736640000001,29,1233613673,0.0,0
1233614419,0,1,1,3,1.298794941,32,0,0.0,1,0.0,0,31.0,0.0,32,1233614419,0.0,0
1233678541,0,1,2,3,1.103926118,293,124,88.66666667,7,0.250262346,40,1.0,1.554623749,2,1233678541,0.0,0
1233678582,0,1,1,2,0.76644185,179,0,0.0,1,0.0,0,3.5,0.0,4,1233678582,0.0,0
1233681219,0,1,6,64,5.770658781,2060,2060,32.1875,6,4.361245841000001,104,315.5,0.508068614,237,1233681219,0.0,0
1233681656,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1233681656,0.0,0
1233684669,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1233684669,0.0,0
1233684748,0,1,114,454,6.369517597000001,17314,0,0.0,1,0.0,0,574.5,0.0,453,1233684748,27.0735,1
1233684803,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1233684803,0.0,0
1233684874,0,1,40,252,5.199124689,7690,0,0.0,1,0.0,0,927.5,0.0,251,1233684874,0.0,0
1233686676,0,1,2,7,0.0,28,27,34.14285714,1,0.003187831,1,1057.0,6.544754001,460,1233686676,0.0,0
1233692023,0,1,18,77,3.4567471189999996,0,4438,57.63636364,1,0.084201389,77,1099.0,1.760005438,537,1233692023,0.0,0
1233692033,0,1,1,5,0.0,0,0,0.0,1,0.082858796,5,1140.0,6.511384272000001,256,1233692033,0.0,0
1233693596,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1233693596,0.0,0
1233701197,0,1,1,1,0.0,1,1,94.0,1,0.190381944,1,75.0,6.2525989420000005,0,1233701197,0.0,0
1233765633,0,1,1,1,0.0,3,3,45.0,1,0.9361689809999999,1,33.0,2.068183223,0,1233765633,0.0,0
1233776862,0,2,4,9,3.095795255,11,11,45.88888889,1,1.065,9,1147.0,1.2949382790000001,263,1233776862,0.0,0
1233781510,0,1,1,4,1.8444150330000002,30,7,8.0,1,1.4504427080000002,3,35.5,1.280086899,36,1233781510,0.0,0
1233789080,0,2,7,12,3.020789106,182,7,29.08333333,1,0.804787809,8,1157.5,1.251974665,265,1233789080,0.0,0
1233849937,0,2,5,8,1.593489705,259,259,96.0,1,1.555535301,8,1167.5,1.127471252,267,1233849937,0.0,0
1233850677,0,1,1,1,0.0,1,1,234.0,1,0.008564815,1,89.0,117.75675679999999,0,1233850677,0.0,0
1233852132,0,2,20,35,3.997063915,500,309,43.48571429,1,1.138424603,34,1189.0,1.088956082,293,1233852132,0.0,0
1233852149,0,1,1,1,0.0,0,88,88.0,1,1.936053241,1,1207.0,1.5165147209999998,294,1233852149,0.0,0
1233855141,0,1,12,33,4.560189633,252,596,29.39393939,1,1.935548892,34,1224.0,1.062854783,597,1233855141,0.0,0
1233855292,0,1,3,3,1.441166544,4,17,25.0,1,1.571373457,4,1242.0,1.324016615,600,1233855292,0.0,0
1233855575,0,1,1,1,0.0,0,19,19.0,1,1.977164352,1,1244.0,1.5057748480000002,601,1233855575,0.0,0
1233855701,0,1,1,1,0.0,0,26,26.0,1,0.004733796,3,1245.0,212.2469438,602,1233855701,0.0,0
1233857781,0,1,5,31,0.901598235,0,63,2.032258065,1,2.001238426,31,1261.0,1.0649153709999999,325,1233857781,0.0,0
1233857787,0,1,38,149,3.089825827,0,371,2.489932886,1,2.0027662040000003,149,1351.0,1.0187140959999998,751,1233857787,0.0,0
1233879611,0,1,1,1,0.0,0,1,151.0,1,2.255358796,1,76.0,1.4433884319999999,1,1233879611,0.0,0
1233934122,0,1,1,1,0.0,5,1,279.0,1,2.886273148,1,77.0,1.346467555,2,1233934122,0.0,0
1233943597,0,1,2,2,0.902393283,20,2,117.0,1,2.900746528,3,78.5,1.253077378,4,1233943597,0.0,0
1233982422,0,2,18,78,5.222023622,2319,1861,55.06410256,1,1.8441178480000002,81,1464.5,1.158740673,340,1233982422,12.5178,1
1234197842,0,1,1,1,0.0,11,0,0.0,1,0.0,0,5.0,0.0,0,1234197842,0.0,0
1234197892,0,1,1,6,1.907953145,169,9,10.16666667,2,1.979722222,2,8.5,0.375426781,6,1234197892,0.0,0
1234197939,0,1,1,1,0.0,1,40,54.0,1,5.939710647999999,1,12.0,1.1683583690000001,7,1234197939,0.0,0
1234198238,0,1,1,2,0.0,0,0,0.0,1,0.0,0,13.5,0.0,9,1234198238,0.0,0
1234199041,0,1,1,1,0.0,2,0,31.0,1,5.952465277999999,1,15.0,1.16799762,10,1234199041,0.0,0
1234199225,0,1,2,4,1.950639373,93,55,82.75,1,2.509293981,4,91.5,1.2075617029999999,4,1234199225,0.0,0
1234204880,0,1,7,13,2.9662740260000002,350,216,66.23076923,2,3.0406659539999996,13,100.0,1.085550752,17,1234204880,0.0,0
1234204916,0,1,1,1,0.0,5,0,0.0,1,0.0,0,107.0,0.0,18,1234204916,0.0,0
1234208549,0,2,5,15,3.4328692010000004,307,409,60.93333333,2,2.5192800930000003,19,23.0,1.6297296319999999,7,1234208549,0.0,0
1234210528,0,1,12,43,4.778466606,593,389,57.48837209,2,3.541057547,66,129.0,1.0374588059999998,61,1234210528,0.0,0
1234213960,0,1,7,25,4.461135669,472,217,32.16,2,1.9484314809999999,22,163.0,6.169285761,86,1234213960,0.0,0
1234214154,0,1,2,3,1.5774062830000002,14,14,27.66666667,2,0.041967593,6,177.0,15.56150028,89,1234214154,0.0,0
1234214458,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1234214458,0.0,0
1234218653,0,1,1,1,0.0,1,1,87.0,2,0.09403935199999999,3,179.0,11.63384615,90,1234218653,0.0,0
1234218696,0,1,2,6,2.548170186,24,22,97.66666667,1,3.882600309,10,182.5,1.143862503,5,1234218696,0.0,0
1234277100,0,2,2,2,0.863120569,6,1,93.5,2,0.793414352,4,31.5,1.945281615,8,1234277100,0.0,0
1234277819,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1234277819,0.0,0
1234284132,0,2,11,15,2.705994671,115,83,65.06666667,3,2.773256173,26,1511.0,1.128493341,341,1234284132,0.0,0
1234284732,0,1,1,2,0.300391417,57,18,50.5,2,3.47212963,1,312.5,0.57200192,1,1234284732,0.0,0
1234284870,0,1,1,3,1.521928095,5,5,46.66666667,2,0.001064815,3,315.0,418.3913043,4,1234284870,0.0,0
1234285221,0,1,1,1,0.0,2,2,136.0,2,0.0040625,3,317.0,247.15384619999998,5,1234285221,0.0,0
1234305836,0,1,1,1,0.0,2,2,136.0,2,0.238599537,4,318.0,5.191122968999999,6,1234305836,0.0,0
1234375254,0,1,13,75,5.908165091,1161,1032,38.34666667,3,2.638909259,83,223.0,1.042632858,165,1234375254,56.8842,1
1234375276,0,1,4,32,4.5089707489999995,418,418,36.15625,3,5.083826678,28,276.5,1.024160267,37,1234375276,0.0,0
1234377784,1,1,1,1,0.0,1,1,63.0,1,8.019791667,1,1519.0,1.124691518,342,1234377784,0.0,0
1234381817,0,1,1,1,0.0,28,0,0.0,1,0.0,0,293.0,0.0,38,1234381817,0.0,0
1234382003,0,1,1,1,0.0,0,28,28.0,3,0.077858796,1,294.0,13.84376394,39,1234382003,0.0,0
1234382030,0,1,1,2,1.0,24,24,12.0,3,0.039085648,1,295.5,13.79241931,41,1234382030,0.0,0
1234386157,1,2,5,8,2.618162655,20,37,124.5,3,3.473009259,27,1523.5,1.1756954370000001,347,1234386157,0.0,0
1234386991,1,1,1,1,0.0,6,0,93.0,3,0.009652778,4,1528.0,104.5971223,832,1234386991,0.0,0
1234547717,0,1,1,1,0.0,1,1,53.0,3,1.9960995369999999,3,80.0,1.500977021,5,1234547717,0.0,0
1234560679,0,1,5,11,2.95997384,29,281,54.18181818,3,4.597394781,31,38.0,1.089778959,29,1234560679,0.0,0
1234560751,0,1,1,2,0.995577396,115,0,0.0,1,0.0,0,44.5,0.0,10,1234560751,0.0,0
1234560760,0,1,1,2,0.9999473040000001,0,117,58.5,2,4.076516204,3,46.5,1.183980625,12,1234560760,0.0,0
1234560801,0,1,1,4,1.916873466,132,167,41.75,2,1.840141782,4,49.5,1.217923985,16,1234560801,0.0,0
1234560812,0,1,1,1,0.0,142,121,305.0,3,2.0214699069999997,7,52.0,1.494689531,17,1234560812,0.0,0
1234563751,0,2,21,71,4.695068116,1692,931,54.66197183,3,3.64150626,113,1564.0,1.0313638,355,1234563751,16.8998,1
1234563813,0,1,1,1,0.0,24,10,53.0,3,0.18629629600000003,4,1600.0,6.367793241,896,1234563813,0.0,0
1234818731,0,1,3,6,2.153564039,59,59,22.0,3,1.9674382719999999,13,299.5,1.19295631,171,1234818731,0.0,0
1234819337,0,1,1,1,0.0,0,6,6.0,3,2.958171296,1,1601.0,1.338046685,897,1234819337,0.0,0
1234819343,0,1,1,1,0.0,0,355,355.0,3,2.9582407410000005,1,1602.0,1.338038749,898,1234819343,0.0,0
1234819376,0,1,1,2,0.13675082,0,313,156.5,3,2.958622685,2,1603.5,1.253496333,900,1234819376,0.0,0
1234825959,0,2,8,42,4.729668901,806,628,44.30952381,3,2.6553067130000003,76,1625.5,1.04076658,361,1234825959,13.865,1
1234826981,0,1,1,2,1.0,2,2,51.5,3,0.011828703999999999,10,1647.5,64.40508806,938,1234826981,0.0,0
